GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
2912         3   51731081   51762629     64      22  556      -1.0559       0.8545
440956       3   51802577   51823256     43      18  556     -0.32716      0.62823
401067       3   51850899   51874874     81      12  556     -0.52396      0.69985
389123       3   51885645   51907440     82       9  556      -1.1317      0.87112
389124       3   51897737   51919600     62      11  556      -0.6268       0.7346
132141       3   51918892   51947386     72      17  556     -0.11859       0.5472
9136         3   51957442   51985957     65      24  556      0.77047      0.22051
10039        3   51966297   51992883     60      19  556      0.51027      0.30493
118442       3   51979330   52001520     41      13  556      0.10918      0.45653
57060        3   51981470   52011482     47      14  556     -0.13578        0.554
84836        3   51992526   52018646     45      17  556     -0.17212      0.56833
25864        3   51997700   52025216     48      20  556      0.18235      0.42765
95           3   52007300   52033218     52      28  556     0.091507      0.46354
6159         3   52017644   52039958     44      24  556      0.36237      0.35854
1849         3   52072935   52100461     48      13  556     0.044384       0.4823
25886        3   52099249   52198720    189      32  556      0.31152       0.3777
211          3   52222099   52258343     92      18  556       1.2341      0.10857
54106        3   52245096   52270179     72      20  556      0.16517      0.43441
11344        3   52252626   52283183     91      22  556     0.092458      0.46317
132160       3   52269782   52294615     57      13  556      0.11499      0.45423
80335        3   52278438   52322659    108      21  556     0.058666      0.47661
132158       3   52311836   52339272     75      17  556      0.28462      0.38797
25981        3   52340335   52444513    278      27  556       0.5592      0.28801
8314         3   52425020   52454121     68      15  556       1.1954      0.11597
51533        3   52434577   52467657     85      18  556       1.2904     0.098457
56920        3   52457268   52489112     77      20  556      0.94366      0.17267
7134         3   52475107   52498057     70      16  556      0.84737       0.1984
11188        3   52479524   52537088    171      20  556        1.133      0.12862
23166        3   52519354   52568512    167      31  556      0.40889      0.34131
64943        3   52548385   52579093    113      23  556      0.47046      0.31901
440957       3   52560002   52584586     97      25  556      0.64122      0.26069
55193        3   52569368   52729866    576      27  556      0.38028      0.35187
26354        3   52709936   52738513     79      15  556      0.35258       0.3622
55830        3   52718500   52750099     91      17  556     0.090734      0.46385
28972        3   52729792   52752198     68      14  556      0.27924      0.39003
6787         3   52734796   52814965    278      23  556      0.63393      0.26306
3697         3   52801602   52836084    139      22  556     -0.23544      0.59307
3699         3   52818784   52853025    133      19  556     -0.23903      0.59446
3700         3   52837006   52874717    138      22  556     -0.22936       0.5907
389125       3   52857131   52879235     85      14  556     -0.20298      0.58042
100526772    3   52857131   52941597    251      27  556     -0.34048      0.63325
375346       3   52860772   52941597    242      26  556     -0.37979      0.64795
51460        3   52923221   53090089    534      31  556     -0.57292      0.71665
91869        3   53112499   53174480    212      19  556     -0.80284      0.78897
5580         3   53185223   53236733    151      31  556       1.1097      0.13357
7086         3   53248723   53300130    285      24  556      0.34652      0.36448
55802        3   53307443   53391654    219      38  556      0.32803      0.37144
776          3   53519076   53857179   1268     116  556      0.50307      0.30746
55349        3   53840324   53890420    224      49  556    0.0056947      0.49773
55540        3   53870577   53909827    175      34  556      0.37207      0.35492
93973        3   53888959   53926229    153      22  556      0.47495      0.31741
58515        3   53909226   53935989     99      18  556      0.41101      0.34053
55799        3   54146620   55118584   4295     290  556      -1.8008      0.96413
57408        3   54942264   55011115    251      35  556    -0.092131       0.5367
7474         3   55489743   55531670    144      32  556      -0.6821      0.75241
26059        3   55532336   56512391   3922     150  556       1.0488      0.14713
285331       3   56581184   56665864    439      31  556     -0.30972      0.62161
23272        3   56644160   56727270    407      29  556     -0.61746      0.73154
50650        3   56751446   57123336   1571     140  556     -0.37544      0.64633
353324       3   57084469   57119460    141      29  556      -1.4886       0.9317
54756        3   57114010   57214345    333      38  556      -1.7269      0.95791
8820         3   57221866   57271656    119      22  556     -0.57584      0.71764
26060        3   57251765   57317499    167      28  556     -0.39764      0.65455
142686       3   57292379   57336753    114      20  556     -0.14628      0.55815
201625       3   57317727   57540071   1025      34  556      -1.0662      0.85683
201626       3   57531882   57650704    412      34  556     -0.48643      0.68667
378          3   57547090   57593215    169      28  556     -0.53406      0.70335
201627       3   57601181   57688816    280      27  556     -0.29885      0.61747
7871         3   57731948   57925597    492      51  556     -0.60896      0.72873
2317         3   57984127   58167982    614      51  556      -1.0017      0.84176
1776         3   58168353   58206730    178      29  556        1.121      0.13114
57406        3   58213233   58290463    373      27  556      0.77594      0.21889
11102        3   58281972   58315920    177      15  556      -1.0107      0.84392
54899        3   58308617   58421815    539      21  556       -0.991      0.83916
5162         3   58403357   58429579    131      16  556     -0.92727      0.82311
200845       3   58467823   58498087     74      23  556       0.1018      0.45946
8309         3   58480863   58532929    144      39  556      -1.0892      0.86196
11170        3   58539841   58623337    436      58  556      -2.0104      0.97781
131177       3   58609670   58662575    293      35  556     -0.87242      0.80851
200844       3   58710199   59045804    964      39  556     -0.52046      0.69863
2272         3   59725036   61247133   8835     456  556      0.87701      0.19024
5793         3   61537243   62290573   3403     249  556     -0.29227      0.61496
57415        3   62294648   62331888     75      32  556    -0.011067      0.50442
55079        3   62345347   62369190     47      16  556      0.90143      0.18368
8618         3   62374021   62871064   2384     144  556     -0.26479      0.60441
132204       3   63253914   63612597   1904     149  556       1.7341     0.041447
132203       3   63628344   63660893    188      23  556      -0.1586      0.56301
80145        3   63809546   63859597    129      36  556       1.7243     0.042327
6314         3   63839785   63999240    478      60  556       2.1735     0.014873
9861         3   63986225   64019686    139      34  556       2.3485    0.0094235
166336       3   64069526   64263859    833      70  556     -0.93257      0.82448
56999        3   64491330   64683676    858      87  556      0.82874      0.20362
9223         3   65329200   66034511   3146     225  556     -0.39925      0.65514
26018        3   66419221   66561446    484      58  556     -0.77762       0.7816
84541        3   67038727   67071634     77      20  556      0.51569      0.30304
8801         3   67400884   67715038   1675      93  556       1.2818     0.099958
407738       3   68030734   68604772   2670     133  556      -1.3146      0.90568
151647       3   68770915   68991761   1028      48  556     -0.57988        0.719
285203       3   69014363   69073112    237      36  556     -0.17721      0.57033
7110         3   69058978   69111484    144      27  556     -0.73086      0.76757
9039         3   69093881   69139524    114      23  556      -1.5668      0.94142
10550        3   69124090   69165239    160      26  556     -0.51988      0.69843
56203        3   69146039   69181746    176      29  556    -0.097668       0.5389
23150        3   69209146   69445430   1142     100  556     -0.94499      0.82767
4286         3   69778586   70027488    930      47  556      0.64219      0.26038
27086        3   70993865   71643140   1918     172  556      0.70118       0.2416
317649       3   71718440   71813924    346      42  556      0.20438      0.41903
2850         3   71793201   71814328     64      17  556      0.83781      0.20107
60675        3   71810806   71844357    103      30  556       1.0304      0.15141
23429        3   72413744   72505774    235      50  556       1.3715     0.085103
55164        3   72788426   72907631    245      20  556      0.49118      0.31165
727936       3   72927385   73034525    378      35  556      -1.2069      0.88626
151987       3   73035985   73128349    398      19  556     -0.11494      0.54575
55096        3   73100810   73122488     75      11  556     -0.19228      0.57624
23024        3   73421582   73684072   1001     117  556      0.88192      0.18891
5067         3   74301719   74673587   1456     119  556      0.13389      0.44674
100288801    3   75703487   75726368      2       1  556      -0.5414      0.70588
100131827    3   75775868   75844709    226      19  556     -0.50891      0.69459
6092         3   75945845   77709115   7429     310  556      0.31545      0.37621
6091         3   78636388   79827059   3894     159  556      0.43168      0.33299
2632         3   81528850   81820950    875      49  556      0.98465       0.1624
253559       3   84998133   86133579   4502      97  556      0.57262      0.28345
389136       3   86977123   87050412    235      34  556     0.076733      0.46942
25978        3   87266413   87314698    142      26  556      0.68314      0.24726
5449         3   87298783   87335737    103      20  556      0.96653      0.16689
3355         3   87831929   88053964    918      41  556     -0.23655       0.5935
8545         3   88091100   88209016    404      17  556     -0.47005      0.68084
55279        3   88098394   88203814    357      15  556     -0.57352      0.71685
285237       3   88188875   88217115     92      12  556     -0.54301      0.70644
100506944    3   88377565   88526299    811      40  556       1.0643      0.14359
2042         3   89146674   89541284   1355      60  556     -0.37036      0.64444
5627         3   93581881   93702934    251      73  556      0.27778      0.39059
200894       3   93688983   93784522    195      58  556     0.077268      0.46921
415117       3   93723078   93757460     66      30  556     -0.44497      0.67183
200895       3   93766766   93792233     53      28  556     -0.48352      0.68564
63899        3   93771855   93855630    163      59  556    -0.089535      0.53567
285220       3   96523425   97477786   2749      89  556     -0.34781      0.63601
84100        3   97473365   97530086    159      25  556      -1.1968      0.88432
131544       3   97530537   97673830    286      27  556     -0.80654      0.79003
84864        3   97650661   97701295    104      26  556      -1.0422      0.85135
200959       3   97695527   97764148    254      39  556     -0.97248       0.8346
81050        3   97796017   97816946    154      18  556      0.38378      0.35057
26341        3   97841542   97862483    141      14  556       -0.533      0.70298
403273       3   97858230   97879162    223      14  556     -0.22498        0.589
403274       3   97877544   97898485    290      12  556      0.11515      0.45416
79295        3   97973129   97994106    257      16  556     -0.32671      0.62805
79310        3   97991732   98012676    202      23  556      -1.2153      0.88787
403278       3   98062698   98083663     66      18  556      -1.1294      0.87064
403277       3   98099510   98120475    107      15  556      -1.4203      0.92223
26339        3   98178421   98199372     73      20  556      0.14741       0.4414
402135       3   98206525   98227475     72      23  556      0.22409      0.41135
56650        3   98209628   98251910    125      29  556     0.082079      0.46729
2838         3   98240743   98261994     59      18  556      0.59685       0.2753
1371         3   98286677   98322470    167      30  556     -0.65023      0.74223
10402        3   98441080   98524689    364      44  556       1.8677     0.030904
131566       3   98504814   98630566    582      33  556      0.64094      0.26078
1295         3   99347440   99528061    643      55  556     -0.93543      0.82522
84319        3   99526678   99907476   1095      42  556      -1.1754      0.88008
11259        3   99541988   99843349    916      31  556      -1.2063      0.88615
55773        3   99969661  100054096    320      21  556       -0.616      0.73105
56954        3  100043483  100085844    144      31  556      0.16028      0.43633
9868         3  100072303  100130242    196      34  556      0.53781      0.29535
348801       3  100110037  100185170    268      32  556      0.67276      0.25055
55076        3  100201463  100306297    492      37  556       1.0863      0.13868
84873        3  100318433  100424323    592      28  556      0.81349      0.20797
10342        3  100418128  100477811    297      13  556      0.14283      0.44321
25890        3  100458179  100722336   1178      85  556      -1.4718      0.92946
50939        3  100931390  101049419    354      27  556      -2.0601       0.9803
57337        3  101033049  101242085    795      22  556      -1.0209      0.84634
54931        3  101270680  101295290     79      18  556     -0.16148      0.56414
57092        3  101282997  101323281    127      21  556      0.30368      0.38068
27107        3  101358283  101405988    132      22  556      0.30317      0.38088
6152         3  101389934  101415564     83      18  556     0.078224      0.46882
79598        3  101433436  101499404    182      28  556     0.018994      0.49242
91775        3  101488029  101557075    168      31  556       0.2563      0.39886
64332        3  101536834  101589869    126      34  556       -1.227      0.89009
131368       3  101918816  102208685    860      40  556     -0.39015      0.65179
214          3  105075557  105305757    981      59  556     -0.29054       0.6143
868          3  105364306  105599354    817      41  556     -0.60553      0.72759
84692        3  107086188  107107481     69      17  556     -0.85829      0.80463
56987        3  107231783  107540176    936      64  556      -1.4306      0.92373
961          3  107751941  107819935    187      37  556     -0.78178      0.78283
55081        3  107869659  107951417    440      11  556      0.30982      0.37835
11148        3  108005353  108107132    449      38  556      0.95424      0.16998
22989        3  108089216  108258169    623      59  556     -0.34648      0.63551
57650        3  108258716  108318491    195      33  556     -0.58242      0.71986
9666         3  108298337  108423693    253      28  556     -0.52723      0.70098
84666        3  108464486  108486130    103      23  556      -0.9778      0.83591
50852        3  108531631  108583714    200      40  556      -0.4145      0.66075
9626         3  108616491  108682742    314      39  556     0.063458       0.4747
27136        3  108666814  108846993    804      33  556     0.091026      0.46374
151871       3  109002635  109045364    235      38  556     0.047443      0.48108
55211        3  109034988  109066419    217      23  556     -0.43876      0.66958
25945        3  110780606  110923017    329      29  556      0.25823      0.39812
10225        3  111250926  111394843    473      72  556     -0.96524      0.83279
79413        3  111301747  111324182     88      28  556     -0.78747       0.7845
257068       3  111383523  111575294    844      61  556     -0.91582      0.82012
90102        3  111441327  111705364   1284      69  556     -0.18418      0.57307
55347        3  111687723  111722215    183      20  556      0.21859      0.41349
29114        3  111707586  111742735    205      32  556       0.5609      0.28743
344805       3  111748465  111810116    362      38  556       1.2837     0.099621
79669        3  111795175  111847073    215      26  556       3.1592   0.00079114
257144       3  111829688  111862453     96      20  556       1.9965     0.022939
285335       3  111849752  112023105    928      34  556      0.42124      0.33679
4345         3  112041194  112091659    194      27  556     -0.83314      0.79762
151888       3  112172813  112228438    185      32  556       2.3273    0.0099757
64422        3  112241354  112290810    211      20  556     -0.13237      0.55266
55032        3  112270857  112313286    181      20  556       0.2256      0.41076
151887       3  112313407  112369977    211      40  556        -0.16      0.56356
344807       3  112524556  112574797    273      27  556      -0.1169      0.54653
131450       3  112631532  112703950    419      44  556      0.96247      0.16791
29083        3  112699323  112730221    120      29  556     -0.66025      0.74545
25871        3  112711291  112748555    149      39  556     -0.36669      0.64308
91653        3  112919850  113016306    469      66  556     0.055648      0.47781
55779        3  112995777  113170986    823      36  556    -0.044128       0.5176
152185       3  113151565  113244034    503      26  556     -0.69328      0.75593
54847        3  113241218  113358422    498      53  556     -0.25547      0.60082
205717       3  113357232  113425493    105      15  556       1.4971     0.067185
80218        3  113425307  113475120     82      11  556       1.5596     0.059425
523          3  113455866  113540905    145      12  556       1.6044     0.054313
54762        3  113547671  113676021    371      58  556       1.5958     0.055269
254887       3  113656748  113715706    135      42  556     -0.71423      0.76246
57577        3  113672984  113785460    260      38  556     -0.84482      0.80089
79691        3  113765582  113817269    155      31  556     -0.42278      0.66377
1814         3  113837499  113928254    337      38  556       1.6374     0.050774
7634         3  113943370  113966425    134      38  556       1.2077      0.11359
201633       3  114002833  114039135    111      36  556       1.0015      0.15829
26137        3  114023348  114876132   2404     151  556      0.60039      0.27412
2596         3  115332151  115450334    375      73  556     -0.12945       0.5515
4045         3  115511210  116174385   2295     122  556      0.65152      0.25736
152404       3  118609477  118874915   1104      68  556     -0.48823      0.68731
152405       3  118854997  118889674    216      34  556      0.54068      0.29436
7348         3  118882425  118934000    276      52  556       1.8841     0.029779
8702         3  118920589  118969754    243      37  556      0.94302      0.17284
57514        3  119003220  119148323    726      84  556      0.52125       0.3011
55254        3  119137807  119192529    186      25  556      0.31587      0.37605
56983        3  119177785  119223555    161      27  556      0.32368      0.37309
51300        3  119207324  119253128    189      28  556     -0.25088      0.59905
941          3  119233140  119288481    286      41  556       1.7572     0.039438
141          3  119288280  119318792    129      16  556     -0.76609      0.77819
51365        3  119306695  119358658    228      30  556     -0.65789      0.74469
64091        3  119350899  119389437    184      25  556     -0.23008      0.59099
10063        3  119378372  119406243    126      16  556     -0.35708      0.63948
89876        3  119411869  119495949    288      30  556        0.613      0.26994
8856         3  119489331  119562295    258      45  556       2.2592     0.011934
2932         3  119530800  119823264    746      49  556     -0.45978      0.67716
165829       3  119874328  120013921    519      34  556       1.0548      0.14576
116064       3  120033576  120078186    177      28  556      0.73226      0.23201
11167        3  120103061  120179918    320      38  556     -0.72106      0.76457
4710         3  120305128  120331258    122      14  556      -1.2251      0.88973
3081         3  120337015  120411418    281      34  556      0.17821      0.42928
285282       3  120395528  120471384    223      39  556       1.9199     0.027432
2960         3  120451558  120512216    204      36  556       1.9536     0.025377
9515         3  120617050  121153608   2455      43  556       -1.495      0.93254
10721        3  121140273  121274853    429      34  556      0.38124      0.35151
503582       3  121271269  121319469    202      37  556      -1.6158      0.94693
51725        3  121302170  121359139    255      46  556     -0.99083      0.83912
3059         3  121340246  121389791    163      25  556     -0.43261      0.66735
2804         3  121372046  121478662    279      28  556     -0.29626      0.61649
9657         3  121478608  121563926    349      20  556     -0.28604      0.61258
55840        3  121544030  121615373    247      23  556    0.0025455      0.49898
6565         3  121603171  121673034    299      12  556     -0.65913      0.74509
286676       3  121696170  121751127    159      37  556     0.034972      0.48605
942          3  121764209  121849990    245      56  556      -1.3693      0.91454
846          3  121892530  122015350    603      42  556       0.2934      0.38461
1475         3  122034011  122070816    163      31  556      0.77388       0.2195
131076       3  122068436  122112074    175      33  556     -0.29814       0.6172
26355        3  122093023  122138961    182      32  556      0.21238       0.4159
54554        3  122120700  122144882     84      18  556       1.1963      0.11579
3836         3  122130748  122243786    359      31  556       1.1443      0.12625
83666        3  122236757  122293523    162      29  556      0.49492      0.31033
151636       3  122273085  122304050    147      22  556      0.14777      0.44126
165631       3  122286435  122367894    394      48  556      0.55342      0.28999
54625        3  122389672  122459687    317      35  556       2.6458     0.004075
79663        3  122448844  122522666    321      27  556       2.5117    0.0060072
84925        3  122503901  122609986    384      41  556       2.7923    0.0026166
54437        3  122618040  122757452    590      78  556       3.0658    0.0010854
10954        3  122775856  122890953    463      66  556     -0.58595      0.72105
26984        3  122910774  123002983    374      13  556     -0.22094      0.58743
111          3  122991143  123177924    667      57  556       -0.446       0.6722
201562       3  123203363  123313924    393      31  556     -0.85879      0.80477
4638         3  123321143  123613149    969      89  556      -1.0816      0.86028
64770        3  123606152  123690255    299      29  556      -1.7033      0.95575
54763        3  123677862  123721017    162      37  556     -0.85066      0.80252
8997         3  123803558  124450036   2874     146  556     -0.64791      0.74148
7372         3  124439213  124478120    221      21  556      0.16137       0.4359
3693         3  124470795  124616500    706      45  556    -0.039281      0.51567
56667        3  124614289  124663595    247      50  556      0.64149       0.2606
57493        3  124674554  124784802    425      51  556      -1.3994      0.91916
84561        3  124791480  124941609    863     100  556       1.3342     0.091071
7707         3  124934513  125104198    434      26  556      -1.2287       0.8904
8723         3  125155488  125249058    371      29  556     -0.58709      0.72143
114885       3  125237702  125324381    389      29  556       -1.506      0.93396
200810       3  125637459  125719383    436      34  556     -0.60507      0.72743
152015       3  125677987  125712297    142      25  556     -0.13554      0.55391
54946        3  125715200  125830398    614      34  556     -0.41782      0.66196
10840        3  125812404  125910029    553      55  556     -0.10217      0.54069
28999        3  126051478  126086236     92      23  556      -0.5424      0.70623
348807       3  126103751  126165399    323      54  556      -1.4405      0.92513
79364        3  126146444  126204773    302      32  556      -1.8421      0.96727
131669       3  126190008  126246616    326      59  556      -0.3183      0.62487
166012       3  126233131  126272134    220      37  556      0.45476      0.32464
152065       3  126235842  126287808    278      30  556      0.38105      0.35158
645840       3  126280622  126337398    218      37  556     -0.49778      0.69068
114112       3  126315895  126385056    258      30  556     -0.91014      0.81863
84303        3  126413063  126689263   1003      44  556     -0.28817      0.61339
5361         3  126697437  126766235    317      34  556     -0.77371      0.78045
285311       3  126901974  126927028     92      30  556     -0.35072       0.6371
131601       3  127281907  127319602     57      26  556     -0.18219      0.57228
4171         3  127307200  127351279     76      32  556     -0.11906      0.54739
50512        3  127338002  127401653    127      38  556     -0.97019      0.83402
80325        3  127381781  127409769     72      17  556     -0.87355      0.80882
11343        3  127397905  127552093    581      77  556      0.15201      0.43959
166348       3  127624075  127716514    373      44  556      0.51139      0.30454
29927        3  127760402  127800526    148      12  556      -1.0024      0.84193
8607         3  127789800  127882752    291      21  556      -1.1816      0.88131
60678        3  127862302  128137489    891      37  556      -1.5889      0.94396
165721       3  128171275  128196091    145      34  556       1.1843      0.11815
2624         3  128188265  128222030    157      42  556       1.0317      0.15111
6184         3  128328813  128379719    229      29  556      0.95071      0.17088
7879         3  128434975  128543641    487      33  556      0.41595      0.33872
28976        3  128588333  128641957    267      20  556       1.1033      0.13494
100132731    3  128619002  128674843    298      25  556       0.5308      0.29778
57501        3  128679779  128729915    205      37  556     -0.80318      0.78907
79825        3  128710131  128769585    184      40  556      0.22082      0.41262
2815         3  128765459  128791254     56      18  556     0.011475      0.49542
339122       3  128796412  128850993    174      30  556      -1.3734      0.91519
100534599    3  128796412  128890073    283      31  556      -1.3614      0.91331
57461        3  128836259  128890409    148      31  556      -1.2363      0.89183
7555         3  128876658  128912810    111      31  556      -1.2927      0.90195
22820        3  128958453  129006616    246      26  556      -1.8473      0.96765
56941        3  128987680  129035029    211      23  556      -1.7274      0.95796
8971         3  129023614  129045120    112      24  556      -1.7546      0.96034
90288        3  129110164  129157494    236      26  556     -0.82713      0.79592
8930         3  129139787  129169022    121      14  556     -0.16078      0.56387
55764        3  129148671  129249350    389      23  556     -0.08384      0.53341
6010         3  129237482  129264187     88      16  556     -0.90364      0.81691
132243       3  129252057  129280310     98      17  556       -1.132      0.87118
23129        3  129264056  129335582    301      33  556       1.4313     0.076179
23023        3  129356635  129622419    519      36  556     -0.18699      0.57417
7200         3  129683236  129706781     89      17  556      0.35208      0.36239
644974       3  129790674  129827233    306      23  556       0.9971      0.15936
256076       3  130054359  130213690    658      43  556      0.79566      0.21311
131873       3  130226198  130405890    573      53  556      0.44969      0.32647
30849        3  130387778  130475696    265      14  556      0.51802      0.30222
27032        3  130559327  130745556    529      42  556      0.24526      0.40313
28990        3  130722721  130755698     83      16  556      0.39325      0.34707
79858        3  130735694  131079309   1110      52  556    -0.027276      0.51088
131870       3  131090515  131117674     85      20  556     -0.55036      0.70896
11222        3  131171045  131231860    163      27  556      -1.7515      0.96007
131034       3  131242413  131769152   2931     103  556      0.26975      0.39367
55           3  132026211  132097146    340      25  556     -0.77127      0.77973
23317        3  132126361  132267876    397      37  556      -1.4106      0.92082
84129        3  132266982  132388975    328      31  556     -0.95946      0.83134
51554        3  132306081  132331488     78      18  556     -0.66647      0.74745
79876        3  132363290  132407467     83      19  556      -1.0432      0.85156
27031        3  132389453  132451303    164      34  556      -1.9624      0.97514
66000        3  132747171  133126619   1554      66  556     -0.30551      0.62001
8419         3  133108790  133204056    440      67  556     -0.57846      0.71852
55573        3  133282434  133319118    152      31  556       1.1233      0.13065
11073        3  133309449  133390762    308      27  556       2.3737    0.0088055
7018         3  133454977  133507850    231      35  556     -0.42752       0.6655
58477        3  133492877  133550336    201      37  556      -0.4363      0.66869
51560        3  133533079  133624691    386      77  556      -1.8151      0.96525
80111        3  133636989  133658656     73      26  556      0.33238       0.3698
6578         3  133641540  133758920    532      74  556      0.12329      0.45094
6259         3  133865978  133979586    395      35  556       -0.227      0.58979
51421        3  134064187  134104321    137      30  556        0.196      0.42231
25847        3  134186546  134214865     86      10  556        0.723      0.23484
80254        3  134194575  134303855    364      15  556      0.78146      0.21727
339855       3  134308765  134380522    230      19  556     0.053604      0.47863
2047         3  134504099  134989309   2132     165  556     -0.34486       0.6349
5523         3  135674515  135876752    553      40  556     -0.55753      0.71142
55167        3  135857760  135925522    154      38  556     -0.13562      0.55394
5096         3  135959167  136066737    307      44  556      0.13633      0.44578
10274        3  136045077  136481245   1096      50  556      0.47548      0.31722
80723        3  136527861  136584734    203      16  556      0.70413      0.24068
4690         3  136571050  136680446    350      21  556      0.27362      0.39219
53833        3  136666707  136739927    218      24  556        1.118      0.13179
8403         3  137473134  137495176     67      18  556     -0.31149      0.62229
51208        3  137707658  137762494    150      23  556      -1.5274      0.93667
199221       3  137770827  137844451    256      19  556     -0.85043      0.80246
51146        3  137832560  137861229     73      14  556     -0.91818      0.82074
51163        3  137869830  137903791    120      12  556      -1.1881       0.8826
25852        3  137896115  138027231    234      71  556     -0.28726      0.61304
347736       3  137970279  138059018    163      53  556      -1.0419      0.85126
22808        3  138056490  138134377    267      25  556     -0.46892      0.68044
83850        3  138143415  138207910    174      34  556      0.31845      0.37507
80321        3  138203186  138323187    324      22  556       1.6865     0.045853
55179        3  138317542  138362218    104      18  556       2.0455     0.020402
5291         3  138361540  138563780    551      27  556       1.6583     0.048626
668          3  138653066  138675982     79      12  556     -0.33813      0.63237
401089       3  138656076  138682830     91      13  556     -0.43263      0.66736
729627       3  138712804  138735110     58      18  556     -0.35091      0.63717
389151       3  138727873  138749768     67      18  556     0.052477      0.47907
389152       3  138750944  138773734     72      11  556     -0.03316      0.51323
56945        3  139052861  139085888     92      16  556       -1.068      0.85724
9276         3  139066433  139118522    160      20  556      -1.0483      0.85276
5948         3  139161726  139209662    158      22  556     -0.71176      0.76169
5947         3  139226276  139268671    156      24  556     -0.53018      0.70201
349565       3  139269022  139406885    484      64  556    -0.052037      0.52075
64084        3  139644027  140296919   2596     209  556      -0.9167      0.82035
287015       3  140386866  140429992    175      24  556      -1.4158      0.92158
55186        3  140650662  140708785    160      13  556      0.43313      0.33246
92369        3  140760743  140877453    342      39  556      0.84016      0.20041
92370        3  140940682  141023486    342      33  556     -0.86675      0.80696
253461       3  141033055  141178634    391      50  556     -0.41346      0.66036
5922         3  141195891  141344186    306      32  556     -0.78861      0.78483
646730       3  141371934  141436234    379      80  556       1.2283      0.10966
9616         3  141447051  141475645    128      20  556     0.019592      0.49218
131890       3  141487043  141545892    215      34  556       0.3044      0.38041
483          3  141585424  141655382    310      29  556      -1.1562      0.87621
7029         3  141653270  141878386    956      28  556   -0.0017284      0.50069
256356       3  141866369  141954449    296      40  556      -1.1558      0.87613
54464        3  142015449  142176904    352      36  556      -1.8634       0.9688
545          3  142158077  142307668    534      33  556      -1.6886      0.95435
5357         3  142305229  142442506    491      39  556      -1.4074      0.92034
7220         3  142433266  142536730    330      28  556     -0.99639      0.84047
26577        3  142526702  142618045    344      48  556     -0.58154      0.71956
344838       3  142670073  142692818     89      21  556     -0.86191      0.80563
23350        3  142710366  142789567    188      15  556       1.4977       0.0671
9435         3  142828618  142852856     79      16  556       1.3655     0.086049
285195       3  142974063  143577373   2576     220  556     -0.21444       0.5849
205428       3  143680640  143721210    210      16  556      0.27571      0.39139
5352         3  145777225  145889282    403      22  556     -0.71554      0.76286
57088        3  145900122  145978966    422      38  556       1.4292     0.076476
57047        3  146099150  146223778    520      27  556      0.79713      0.21269
5359         3  146222967  146272628    267      38  556     -0.67214      0.74925
389158       3  146284342  146334003    355      26  556       1.0954      0.13668
84107        3  147093835  147134596    103      30  556       1.4286     0.076553
7545         3  147117181  147144506     76      23  556        1.136      0.12798
185          3  148405658  148470790    256      37  556      -0.2615      0.60315
1360         3  148498917  148587979    378      67  556      0.34465      0.36518
1359         3  148573043  148624874    268      27  556      0.58778      0.27834
2992         3  148699195  148755456    174      37  556     -0.26718      0.60533
6596         3  148737904  148814341    249      40  556     -0.26482      0.60442
84343        3  148837371  148901305    299      39  556     -0.15589      0.56194
1356         3  148870197  148949832    345      50  556     -0.01302      0.50519
116441       3  149026285  149061548    126      31  556        2.071     0.019179
4071         3  149076805  149105647    117      24  556      0.35179       0.3625
7104         3  149182368  149231181    362      28  556      0.68163      0.24774
25937        3  149225022  149431060    964     111  556       1.1641       0.1222
51122        3  149446257  149480287    125      17  556     0.013071      0.49479
389161       3  149468887  149520610    200      39  556    -0.091946      0.53663
11342        3  149520475  149689926    477      42  556     -0.20226      0.58014
5217         3  149672691  149698741     71      18  556      0.17705      0.42973
653659       3  149689448  149711153     75      17  556      0.18002      0.42857
9819         3  150116101  150187906    222      30  556      0.65981      0.25469
27230        3  150249780  150274428     89      21  556      -1.2257      0.88985
83939        3  150254465  150313803    195      28  556     -0.92587      0.82274
51714        3  150311066  150358234    158      28  556      0.75271      0.22581
131831       3  150367672  150431786    222      45  556     -0.54049      0.70557
6478         3  150448910  150491263    127      15  556     -0.81016      0.79108
7401         3  150633950  150700786    257      34  556       1.3779     0.084112
116931       3  150793452  151164465   1488      80  556       2.0765     0.018926
29909        3  150905537  150930997    128      24  556       0.4379      0.33073
9934         3  150919905  151006996    342      39  556       2.3489    0.0094144
53836        3  151001874  151044636    191      30  556       2.2618     0.011855
53829        3  151034096  151057337     91      20  556        1.908     0.028197
64805        3  151044631  151112600    287      35  556       1.8254     0.033973
285313       3  151143778  151189272    192      41  556      0.75666      0.22463
344752       3  151441704  151485556    198      29  556       -1.662      0.95175
13           3  151521769  151556276    207      23  556      -1.1005      0.86444
56670        3  151581431  151609876    103      25  556     -0.62887      0.73528
4154         3  151952120  152193569    584      49  556      0.59516      0.27587
645843       3  152047487  152068779     61      18  556      0.24118      0.40471
5028         3  152542736  152565845     87      15  556      -0.3766      0.64677
5912         3  152870001  152898413     85      15  556     -0.41141      0.65961
152118       3  153192284  153230486    198      28  556       1.1047      0.13465
26084        3  153828792  153985616    510      33  556      -1.5127      0.93483
170506       3  153983452  154052286    168      28  556      -1.2416       0.8928
344758       3  154045461  154157504    378      39  556       1.2974     0.097242
